COMP_GENE_A	COMP_GENE_B
AT5G40480	AT1G80190
AT5G40480	AT1G48270
AT5G40480	AT3G21580
AT5G40480	AT4G03030
AT5G40480	AT3G03210
AT5G40480	AT3G10390
AT5G40480	AT4G24175
AT5G40480	AT1G66345
AT5G40480	AT2G44420
AT5G40480	AT5G08490
AT5G40480	AT2G36810
AT5G40480	AT4G13450
AT5G40480	AT5G57250
AT5G40480	AT1G76630
AT5G40480	AT1G71460
AT5G40480	AT3G57190
AT5G40480	AT4G30720
AT5G40480	AT3G54510
AT5G40480	AT3G28460
AT5G40480	AT3G58830
AT5G40480	AT2G40660
AT5G40480	AT2G44020
AT5G40480	AT5G64860
AT5G40480	AT2G42820
AT5G40480	AT3G47830
AT5G40480	AT5G19210
AT5G40480	AT1G19720
AT5G54260	AT1G30870
AT5G54260	AT2G37690
AT5G54260	AT4G13030
AT5G54260	AT5G24490
AT5G54260	AT3G18890
AT5G54260	AT1G48580
AT2G15400	AT3G05000
AT2G15400	AT1G29850
AT2G15400	AT5G36120
AT4G28230	AT4G26750
AT4G28230	AT1G28100
AT4G28230	AT5G41360
AT4G28230	AT5G58470
AT4G28230	AT5G21930
AT4G28230	AT1G76080
AT4G28230	AT5G27830
AT4G28230	AT3G27100
AT4G28230	AT1G52530
AT4G28230	AT2G41020
AT4G28230	AT2G04620
AT4G28230	AT3G06050
AT4G28230	AT5G04910
AT4G28230	AT1G18850
AT4G28230	AT4G38213
AT4G28230	AT3G51930
AT4G28230	AT3G55820
AT4G28230	AT5G02770
AT4G28230	AT4G38640
AT4G28230	AT2G44640
AT4G32250	AT2G45870
AT4G32250	AT1G73430
AT4G32250	AT2G20270
AT4G32250	AT5G06220
AT4G32250	AT4G34700
AT4G32250	AT5G12320
AT4G32250	AT2G32500
AT4G32250	AT3G48195
AT4G32250	AT1G15390
AT4G32250	AT4G09750
AT4G32250	AT1G18265
AT4G32250	AT1G27530
AT4G32250	AT5G53310
AT4G32250	AT4G38150
AT4G32250	AT2G37680
AT4G32250	AT5G63690
AT4G32250	AT4G00560
AT4G32250	AT1G77550
AT4G32250	AT1G33810
AT4G32250	AT1G35340
AT4G32250	AT1G30950
AT4G32250	AT4G38213
AT4G11120	AT1G02410
AT1G78690	AT3G12280
AT1G78690	AT1G77680
AT1G78690	AT1G02670
AT1G78690	AT1G77220
AT1G78690	AT5G36890
AT1G78690	AT5G65860
AT1G78690	AT5G53800
AT1G78690	AT2G18760
AT1G78690	AT3G18940
AT1G78690	AT5G58370
AT1G78690	AT3G14580
AT1G78690	AT5G55220
AT1G78690	AT1G65380
AT1G78690	AT5G02250
AT1G78690	AT1G77230
AT1G78690	AT4G12760
AT1G78690	AT2G35140
AT1G78690	AT2G46920
AT5G55260	AT5G65250
AT5G55260	AT5G51310
AT1G73250	AT3G10670
AT1G73250	AT4G16450
AT2G48010	AT5G13190
AT2G48010	AT1G76710
AT2G48010	AT5G62140
AT2G30330	AT3G19970
AT2G30330	AT5G04520
AT2G30330	AT3G44380
AT2G30330	AT5G20050
AT2G30330	AT3G18524
AT2G30330	AT4G10050
AT5G27450	AT3G54460
AT2G35800	AT5G57630
AT2G35800	AT2G44500
AT2G35800	AT1G67560
AT2G35800	AT1G06460
AT3G55010	AT2G25840
AT3G55010	AT5G08420
AT3G55010	AT4G18593
AT3G55010	AT2G04790
AT3G55010	AT1G58450
AT1G21600	AT5G53170
AT1G21600	AT1G74150
AT1G21600	AT5G08400
AT1G21600	AT5G53860
AT3G03380	AT3G05480
AT3G03380	AT5G55540
AT3G03380	AT1G28560
AT3G03380	AT3G21350
AT3G03380	AT4G02790
AT3G03380	AT2G22180
AT3G03380	AT1G74530
AT3G03380	AT2G22070
AT2G34050	AT2G15240
AT2G34050	AT1G26340
AT2G34050	AT1G60870
AT1G15220	AT2G20510
AT1G15220	AT5G65274
AT1G15220	AT3G08740
AT1G15220	AT5G40470
AT1G15220	AT5G25640
AT2G43250	AT1G05577
AT3G15820	AT4G26500
AT3G15820	AT2G44160
AT3G15820	AT1G73805
AT3G15820	AT4G31790
AT3G15820	AT5G27290
AT3G15820	AT4G14930
AT3G15820	AT5G39710
AT3G15820	AT5G01340
AT3G15820	AT1G63270
AT3G15820	AT3G21060
AT3G15820	AT3G02690
AT3G15820	AT2G33560
AT3G15820	AT4G20325
AT3G15820	AT5G47810
AT3G15820	AT5G54980
AT3G15820	AT5G40530
AT3G15820	AT3G12930
AT3G15820	AT5G20380
AT3G15820	AT4G04190
AT3G15820	AT5G51570
AT3G15820	AT1G61770
AT3G15820	AT5G11810
AT3G15820	AT2G41600
AT3G15820	AT4G02530
AT3G15820	AT3G04780
AT3G15820	AT5G51110
AT3G15820	AT1G67700
AT3G15820	AT1G78530
AT3G15820	AT1G68930
AT3G15820	AT5G52810
AT3G15820	AT4G14170
AT1G71090	AT3G10400
AT2G20510	AT2G23940
AT2G20510	AT4G19610
AT2G20510	AT5G10710
AT2G20510	AT4G31520
AT2G20510	AT3G02710
AT2G20510	AT1G67460
AT2G20510	AT3G15430
AT2G20510	AT4G03430
AT2G20510	AT2G28450
AT2G20510	AT3G08740
AT2G20510	AT5G25640
AT2G20510	AT3G21540
AT2G20510	AT5G19180
AT2G20510	AT4G08550
AT1G74700	AT5G17930
AT1G74700	AT3G21280
AT1G74700	AT1G05900
AT1G74700	AT1G78800
AT1G74700	AT5G16100
AT1G74700	AT3G63290
AT1G74700	AT5G63480
AT1G74700	AT2G44570
AT1G74700	AT3G28040
AT1G74700	AT1G32550
AT1G74700	AT5G47570
AT1G74700	AT5G46680
AT1G74700	AT4G20770
AT1G74700	AT4G01880
AT1G74700	AT2G03070
AT1G74700	AT2G32800
AT1G74700	AT3G09925
AT1G74700	AT1G17870
AT1G74700	AT3G20015
AT1G74700	AT3G47700
AT1G74700	AT5G16460
AT1G74700	AT1G64680
AT1G74700	AT5G13400
AT1G74700	AT3G56010
AT1G74700	AT2G42350
AT1G74700	AT5G54080
AT1G74700	AT1G32520
AT1G74700	AT1G08315
AT1G48850	AT3G20550
AT1G48850	AT5G59460
AT1G48850	AT2G18410
AT1G48850	AT4G32930
AT1G48850	AT1G53580
AT1G48850	AT1G05910
AT1G48850	AT1G78620
AT1G48850	AT3G15550
AT1G48850	AT4G16370
AT1G48850	AT5G61850
AT1G48850	AT5G51880
AT1G48850	AT5G57345
AT1G48850	AT3G14900
AT1G48850	AT4G32260
AT1G48850	AT5G11640
AT1G73840	AT1G77220
AT3G63220	AT1G72990
AT3G63220	AT5G58370
AT3G63220	AT4G12740
AT3G63220	AT2G27800
AT2G43430	AT3G51670
AT2G43430	AT5G13030
AT2G43430	AT5G11280
AT2G43430	AT1G34110
AT2G43430	AT2G24800
AT2G43430	AT3G01720
AT1G10930	AT2G30575
AT1G10930	AT5G40820
AT1G10930	AT2G37690
AT1G10930	AT2G47210
AT1G10930	AT3G09660
AT1G10930	AT1G48050
AT4G34970	AT5G59470
AT4G34970	AT5G62840
AT4G34970	AT2G28790
AT4G35630	AT1G73430
AT4G35630	AT5G56900
AT4G35630	AT5G62840
AT4G35630	AT5G46580
AT4G26200	AT5G06940
AT4G26200	AT1G32520
AT4G26200	AT1G49510
AT3G01435	AT5G61500
AT3G01435	AT1G69220
AT3G01435	AT1G49970
AT3G01435	AT1G73430
AT3G01435	AT2G20270
AT3G01435	AT1G14000
AT3G01435	AT5G22080
AT3G01435	AT5G06220
AT3G01435	AT5G51020
AT3G01435	AT1G68400
AT3G01435	AT5G04520
AT3G01435	AT5G66770
AT3G01435	AT1G16020
AT3G01435	AT4G34700
AT3G01435	AT1G27070
AT3G01435	AT5G12320
AT3G01435	AT3G04970
AT3G01435	AT2G32500
AT3G01435	AT1G15390
AT3G01435	AT3G61540
AT3G01435	AT5G20050
AT3G01435	AT3G18524
AT3G01435	AT4G36980
AT3G01435	AT2G31840
AT3G01435	AT3G46200
AT3G01435	AT1G02410
AT3G01435	AT3G29310
AT3G01435	AT1G18265
AT3G01435	AT4G10050
AT3G01435	AT1G27530
AT3G01435	AT4G38150
AT3G01435	AT5G37530
AT3G01435	AT2G37680
AT3G01435	AT3G47630
AT3G01435	AT5G63690
AT3G01435	AT4G00560
AT3G01435	AT3G54010
AT3G01435	AT5G18200
AT3G01435	AT1G50430
AT3G01435	AT4G20310
AT3G01435	AT5G62840
AT3G01435	AT3G26710
AT3G01435	AT1G44960
AT3G01435	AT4G32690
AT3G01435	AT1G33810
AT3G01435	AT4G36530
AT3G01435	AT1G30950
AT3G01435	AT5G46580
AT3G01435	AT1G71810
AT3G01435	AT4G01130
AT3G01435	AT4G38213
AT3G01435	AT5G13890
AT5G64420	AT3G03330
AT5G64420	AT2G30575
AT5G64420	AT1G03687
AT5G64420	AT1G06110
AT5G64420	AT2G28910
AT5G64420	AT5G47360
AT5G64420	AT1G73930
AT5G64420	AT3G49900
AT5G64420	AT5G02820
AT5G64420	AT1G20300
AT5G64420	AT3G10210
AT5G64420	AT5G48170
AT5G64420	AT1G19800
AT5G64420	AT3G61170
AT5G64420	AT4G08940
AT5G64420	AT3G14730
AT5G64420	AT3G23360
AT5G64420	AT1G09900
AT3G07310	AT2G26910
AT3G07310	AT1G80510
AT3G07310	AT3G01380
AT3G07310	AT2G16440
AT3G07310	AT4G30700
AT3G01370	AT3G54300
AT1G02560	AT3G51670
AT1G02560	AT3G03330
AT1G02560	AT1G48950
AT1G02560	AT1G63680
AT3G45740	AT5G20650
AT3G45740	AT3G59870
AT3G45740	AT3G42560
AT3G45740	AT3G55520
AT3G45740	AT4G13577
AT3G45740	AT4G13870
AT3G45740	AT5G51610
AT3G45740	AT1G48860
AT3G45740	AT4G36390
AT3G45740	AT3G46610
AT3G45740	AT3G57110
AT3G45740	AT5G02140
AT3G45740	AT3G18060
AT3G45740	AT3G21820
AT3G45740	AT4G19860
AT3G45740	AT1G74460
AT3G45740	AT4G27120
AT3G45740	AT3G10915
AT3G45740	AT4G23560
AT3G45740	AT3G16760
AT3G45740	AT3G55330
AT3G45740	AT3G01720
AT3G45740	AT5G03345
AT3G45740	AT1G09150
AT3G45740	AT4G00140
AT3G45740	AT3G23255
AT3G45740	AT5G63310
AT3G45740	AT2G14660
AT3G45740	AT1G34640
AT2G47370	AT1G25420
AT2G47370	AT4G09730
AT3G16830	AT2G45030
AT3G16830	AT3G15530
AT3G16830	AT1G09195
AT2G28490	AT5G04830
AT3G07530	AT1G73930
AT2G35790	AT2G31290
AT2G35790	AT5G48545
AT2G35790	AT1G34000
AT2G35790	AT4G18465
AT2G35790	AT3G28970
AT2G35790	AT1G60770
AT2G35790	AT1G51100
AT2G35790	AT3G58520
AT2G35790	AT3G28460
AT2G35790	AT2G35900
AT2G35790	AT1G66080
AT2G35790	AT2G01755
AT2G35790	AT1G23390
AT2G47860	AT1G54990
AT4G30890	AT1G27461
AT4G30890	AT5G19180
AT4G30890	AT1G78450
AT4G30890	AT3G54460
AT3G51670	AT3G03330
AT3G51670	AT3G06180
AT3G51670	AT1G48950
AT3G51670	AT5G66810
AT3G51670	AT2G47330
AT3G51670	AT5G52630
AT3G53490	AT3G52180
AT5G18570	AT3G46210
AT5G18570	AT1G68660
AT5G18570	AT5G04420
AT5G18570	AT5G13520
AT5G18570	AT5G65274
AT5G18570	AT3G16010
AT5G18570	AT5G26240
AT5G18570	AT4G13670
AT5G18570	AT5G38720
AT5G18570	AT2G48000
AT5G18570	AT1G66510
AT5G18570	AT1G15960
AT5G18570	AT2G17695
AT5G18570	AT2G34860
AT5G18570	AT5G50100
AT5G18570	AT2G35820
AT5G18570	AT5G44000
AT5G18570	AT3G45040
AT5G18570	AT5G25580
AT5G18570	AT5G06590
AT5G18570	AT1G35660
AT5G18570	AT1G67680
AT5G18570	AT1G79915
AT5G18570	AT1G16540
AT5G18570	AT3G06960
AT5G18570	AT1G49880
AT5G18570	AT2G02570
AT5G18570	AT3G10060
AT5G18570	AT2G36730
AT5G18570	AT1G71310
AT5G18570	AT4G23330
AT5G18570	AT1G51080
AT5G18570	AT5G42850
AT5G18570	AT1G56090
AT5G18570	AT5G38520
AT5G18570	AT2G44360
AT5G18570	AT1G28140
AT5G18570	AT4G00300
AT5G18570	AT4G22600
AT5G18570	AT1G47840
AT5G18570	AT4G01030
AT3G02730	AT5G42400
AT3G02730	AT2G37690
AT3G02730	AT1G68185
AT3G02730	AT5G26570
AT3G02730	AT1G48580
AT5G13190	AT5G62140
AT5G35690	AT4G19610
AT5G35690	AT5G65720
AT5G35690	AT2G24350
AT5G35690	AT5G25640
AT5G35690	AT1G13310
AT5G66820	AT5G04420
AT5G66820	AT4G13040
AT5G66820	AT5G48545
AT5G66820	AT3G16010
AT5G66820	AT5G26240
AT5G66820	AT4G13670
AT5G66820	AT2G48000
AT5G66820	AT1G49850
AT5G66820	AT5G25580
AT5G66820	AT5G06590
AT5G66820	AT1G79915
AT5G66820	AT3G06960
AT5G66820	AT2G02570
AT5G66820	AT3G58520
AT5G66820	AT1G56090
AT5G66820	AT1G09410
AT2G15560	AT1G14810
AT2G15560	AT5G01450
AT2G15560	AT2G35720
AT2G15560	AT1G03050
AT2G15560	AT4G16535
AT2G15560	AT1G22800
AT2G15560	AT4G37190
AT2G15560	AT2G44760
AT2G15560	AT5G03430
AT2G15560	AT5G03770
AT2G15560	AT2G35920
AT2G15560	AT4G30993
AT2G15560	AT2G04690
AT2G15560	AT1G74120
AT2G15560	AT1G05440
AT2G15560	AT5G58730
AT2G15560	AT5G16810
AT2G15560	AT5G48530
AT2G15560	AT1G17160
AT2G15560	AT1G75010
AT2G15560	AT2G16790
AT2G15560	AT2G32930
AT2G15560	AT3G25410
AT2G15560	AT5G42760
AT2G15560	AT3G51790
AT2G15560	AT5G19940
AT2G15560	AT5G57040
AT2G15560	AT1G31600
AT2G15560	AT1G58450
AT3G07760	AT1G27150
AT3G07760	AT5G08600
AT3G07760	AT3G42560
AT3G07760	AT4G13577
AT3G07760	AT4G13870
AT3G07760	AT3G46610
AT3G07760	AT3G57110
AT3G07760	AT5G10780
AT3G07760	AT1G26660
AT3G07760	AT5G60340
AT3G07760	AT5G14580
AT3G07760	AT1G64770
AT3G07760	AT4G23560
AT3G07760	AT1G34355
AT3G07760	AT5G25230
AT3G07760	AT5G03345
AT3G07760	AT1G29850
AT3G07760	AT3G18520
AT3G07760	AT4G00140
AT3G07760	AT5G23230
AT3G07760	AT4G33120
AT3G07760	AT3G16840
AT3G07760	AT5G66005
AT4G09580	AT3G42560
AT4G09580	AT1G34130
AT4G09580	AT3G46610
AT4G09580	AT4G37660
AT4G09580	AT1G34355
AT4G09580	AT5G25230
AT4G09580	AT5G03345
AT4G09580	AT4G00140
AT4G09580	AT3G44160
AT1G08660	AT4G00030
AT1G08660	AT1G80080
AT1G08660	AT5G17670
AT1G08660	AT5G38510
AT2G26300	AT5G13890
AT2G20320	AT3G13682
AT3G46210	AT2G40316
AT3G46210	AT5G65274
AT3G46210	AT1G65270
AT3G46210	AT3G44620
AT3G46210	AT5G13420
AT3G46210	AT3G16010
AT3G46210	AT5G26240
AT3G46210	AT4G13670
AT3G46210	AT3G26730
AT3G46210	AT2G48000
AT3G46210	AT1G66510
AT3G46210	AT5G46620
AT3G46210	AT5G19150
AT3G46210	AT5G25580
AT3G46210	AT1G69210
AT3G46210	AT1G35660
AT3G46210	AT1G79915
AT3G46210	AT1G16540
AT3G46210	AT1G71310
AT3G46210	AT4G23330
AT3G46210	AT1G51080
AT3G46210	AT5G42850
AT3G46210	AT1G28140
AT2G23940	AT3G61440
AT2G23940	AT4G30620
AT2G23940	AT3G56940
AT2G23940	AT1G09150
AT4G03210	AT1G24040
AT4G03210	AT5G02140
AT4G03210	AT3G61360
AT4G03210	AT2G28910
AT4G03210	AT1G08190
AT4G03210	AT5G23730
AT4G03210	AT3G16250
AT4G03210	AT3G49900
AT4G03210	AT5G02820
AT4G03210	AT1G20300
AT4G03210	AT5G48170
AT4G03210	AT3G12650
AT4G03210	AT4G08940
AT4G03210	AT2G01950
AT4G03210	AT5G17980
AT2G28070	AT5G20050
AT2G28070	AT2G31840
AT2G28070	AT4G17550
AT2G28070	AT1G33810
AT2G28070	AT3G51930
AT2G33640	AT1G50500
AT5G67270	AT4G19890
AT1G02150	AT1G19370
AT1G31910	AT3G23610
AT1G31910	AT1G42430
AT1G31910	AT5G54090
AT1G31910	AT1G53580
AT1G31910	AT3G52030
AT1G31910	AT1G05910
AT1G31910	AT1G78620
AT1G31910	AT1G17760
AT1G31910	AT3G15550
AT1G31910	AT5G51880
AT1G31910	AT1G09680
AT1G31910	AT3G14900
AT1G31910	AT1G09290
AT1G31910	AT4G32260
AT1G31910	AT3G23255
AT1G31910	AT5G09820
AT3G60550	AT2G40850
AT3G60550	AT1G17665
AT3G60550	AT4G05150
AT3G60550	AT3G06730
AT3G60550	AT4G25270
AT5G61500	AT1G69220
AT5G61500	AT1G49970
AT5G61500	AT1G73430
AT5G61500	AT3G02870
AT5G61500	AT2G20270
AT5G61500	AT1G14000
AT5G61500	AT5G22080
AT5G61500	AT2G43410
AT5G61500	AT5G06220
AT5G61500	AT5G51020
AT5G61500	AT1G68400
AT5G61500	AT5G04520
AT5G61500	AT5G66770
AT5G61500	AT1G16020
AT5G61500	AT4G34700
AT5G61500	AT4G00590
AT5G61500	AT1G27070
AT5G61500	AT5G12320
AT5G61500	AT3G04970
AT5G61500	AT2G32500
AT5G61500	AT1G15390
AT5G61500	AT5G20050
AT5G61500	AT4G36980
AT5G61500	AT3G60370
AT5G61500	AT3G46200
AT5G61500	AT1G02410
AT5G61500	AT1G17665
AT5G61500	AT3G29310
AT5G61500	AT4G10050
AT5G61500	AT1G27530
AT5G61500	AT4G38150
AT5G61500	AT2G37680
AT5G61500	AT3G47630
AT5G61500	AT5G63690
AT5G61500	AT4G00560
AT5G61500	AT3G54010
AT5G61500	AT4G29400
AT5G61500	AT4G17550
AT5G61500	AT4G20310
AT5G61500	AT1G30480
AT5G61500	AT1G44960
AT5G61500	AT4G32690
AT5G61500	AT1G33810
AT5G61500	AT4G36530
AT5G61500	AT1G30950
AT5G61500	AT4G38213
AT1G63850	AT2G21080
AT4G27750	AT3G19970
AT4G27750	AT2G34650
AT4G27750	AT1G10550
AT5G42390	AT5G37510
AT5G42390	AT1G69020
AT5G42390	AT1G04210
AT5G42390	AT5G22010
AT5G42390	AT3G05040
AT5G42390	AT1G26650
AT5G42390	AT1G48270
AT5G42390	AT2G46915
AT5G42390	AT3G14370
AT2G43235	AT1G03650
AT2G43235	AT5G48545
AT2G43235	AT4G39920
AT2G43235	AT4G18465
AT2G43235	AT3G55330
AT2G43235	AT1G60770
AT2G43235	AT3G58520
AT2G43235	AT4G02350
AT2G43235	AT2G35900
AT2G43235	AT3G26085
AT2G43235	AT3G53920
AT2G43235	AT3G59390
AT2G43235	AT3G23400
AT2G43235	AT2G30270
AT2G43235	AT1G64500
AT2G43235	AT2G42560
AT2G43235	AT5G61400
AT2G43235	AT1G67035
AT4G39370	AT5G62600
AT4G39370	AT1G16800
AT4G39370	AT3G12530
AT4G39370	AT3G26750
AT4G39370	AT5G19350
AT3G54230	AT2G28450
AT2G31190	AT5G23890
AT2G31190	AT2G39630
AT2G31190	AT4G24550
AT2G31190	AT2G01360
AT2G31190	AT3G60590
AT2G31190	AT3G14890
AT2G31190	AT5G15750
AT2G31190	AT1G08125
AT2G31190	AT4G10090
AT2G31190	AT3G55510
AT2G31190	AT5G46420
AT2G31190	AT5G52980
AT2G31190	AT1G07060
AT2G31190	AT1G63490
AT2G31190	AT1G08460
AT2G31190	AT5G27410
AT2G31190	AT1G64990
AT2G31190	AT4G37480
AT2G31190	AT1G63100
AT2G31190	AT4G24090
AT2G31190	AT2G35360
AT2G31190	AT4G28830
AT2G31190	AT4G26555
AT2G31190	AT3G54290
AT2G31190	AT1G09800
AT2G31190	AT2G36835
AT2G31190	AT1G74070
AT2G31190	AT1G56050
AT2G31190	AT4G17240
AT2G31190	AT4G37510
AT2G31190	AT1G14300
AT2G31190	AT2G25830
AT2G31190	AT1G65900
AT2G31190	AT4G26965
AT2G31190	AT3G27110
AT2G31190	AT5G50210
AT2G31190	AT1G67620
AT2G31190	AT5G17660
AT2G31190	AT4G09620
AT2G31190	AT5G35400
AT2G31190	AT2G39805
AT2G31190	AT4G17010
AT2G31190	AT3G24430
AT2G31190	AT5G57345
AT2G31190	AT1G02060
AT2G31190	AT5G22620
AT2G31190	AT3G06610
AT2G31190	AT3G59490
AT2G31190	AT5G65740
AT2G31190	AT5G66160
AT2G31190	AT2G45530
AT2G31190	AT1G21840
AT2G31190	AT4G04330
AT2G31190	AT3G24500
AT3G03330	AT2G44525
AT3G03330	AT1G09900
AT5G49730	AT4G37460
AT5G17930	AT3G21280
AT5G17930	AT1G05900
AT5G17930	AT1G78800
AT5G17930	AT5G16100
AT5G17930	AT3G63290
AT5G17930	AT5G63480
AT5G17930	AT1G50900
AT5G17930	AT1G32550
AT5G17930	AT5G47570
AT5G17930	AT5G46680
AT5G17930	AT3G19850
AT5G17930	AT3G02820
AT5G17930	AT4G20770
AT5G17930	AT2G47600
AT5G17930	AT4G01880
AT5G17930	AT2G03070
AT5G17930	AT2G36570
AT5G17930	AT1G17870
AT5G17930	AT3G20015
AT5G17930	AT3G47700
AT5G17930	AT5G16460
AT5G17930	AT3G56010
AT5G17930	AT2G42350
AT5G17930	AT5G54080
AT5G17930	AT1G32520
AT5G17930	AT4G10020
AT5G17930	AT5G17980
AT5G62270	AT5G40610
AT4G30820	AT2G41620
AT4G30820	AT3G56990
AT4G30820	AT1G52260
AT4G30820	AT5G08600
AT4G30820	AT5G16420
AT4G30820	AT3G12350
AT4G30820	AT3G06200
AT4G30820	AT5G16140
AT4G30820	AT5G51660
AT4G30820	AT1G07320
AT4G30820	AT4G24175
AT4G30820	AT1G66345
AT4G30820	AT3G57190
AT4G30820	AT2G42820
AT4G24790	AT1G05150
AT4G24790	AT1G17110
AT4G24790	AT5G43670
AT4G24790	AT4G00060
AT4G24790	AT4G02030
AT4G24790	AT3G19610
AT2G45870	AT1G14000
AT2G45870	AT4G34700
AT2G45870	AT1G15390
AT2G45870	AT5G20050
AT2G45870	AT4G09750
AT2G45870	AT4G29400
AT2G45870	AT1G33810
AT2G45870	AT1G35340
AT2G45870	AT5G35170
AT1G53800	AT5G19660
AT2G17250	AT3G27700
AT2G17250	AT1G31730
AT2G17250	AT1G01930
AT2G17250	AT1G77010
AT2G17250	AT5G03720
AT4G17840	AT5G37360
AT4G17840	AT2G42220
AT4G17840	AT5G52380
AT1G69220	AT1G73430
AT1G69220	AT3G02510
AT1G69220	AT3G02870
AT1G69220	AT2G20270
AT1G69220	AT5G22080
AT1G69220	AT5G06220
AT1G69220	AT5G58470
AT1G69220	AT5G51020
AT1G69220	AT1G68400
AT1G69220	AT5G04520
AT1G69220	AT2G40840
AT1G69220	AT5G66770
AT1G69220	AT1G16020
AT1G69220	AT4G21320
AT1G69220	AT4G34700
AT1G69220	AT4G00590
AT1G69220	AT1G27070
AT1G69220	AT5G16150
AT1G69220	AT5G12320
AT1G69220	AT3G04970
AT1G69220	AT2G32500
AT1G69220	AT1G15390
AT1G69220	AT5G20050
AT1G69220	AT3G18524
AT1G69220	AT4G09750
AT1G69220	AT4G36980
AT1G69220	AT2G31840
AT1G69220	AT3G46200
AT1G69220	AT1G02410
AT1G69220	AT3G29310
AT1G69220	AT1G18265
AT1G69220	AT4G10050
AT1G69220	AT1G27530
AT1G69220	AT5G53310
AT1G69220	AT1G75690
AT1G69220	AT4G38150
AT1G69220	AT2G37680
AT1G69220	AT3G47630
AT1G69220	AT5G63690
AT1G69220	AT4G00560
AT1G69220	AT3G54010
AT1G69220	AT2G40490
AT1G69220	AT3G16990
AT1G69220	AT4G17550
AT1G69220	AT2G21970
AT1G69220	AT4G01037
AT1G69220	AT4G20310
AT1G69220	AT5G62840
AT1G69220	AT5G15390
AT1G69220	AT4G32690
AT1G69220	AT1G33810
AT1G69220	AT3G19210
AT1G69220	AT3G18580
AT1G69220	AT1G35340
AT1G69220	AT4G36530
AT1G69220	AT1G62250
AT1G69220	AT1G30950
AT1G69220	AT5G42370
AT1G69220	AT5G47510
AT1G69220	AT5G35170
AT1G69220	AT4G38213
AT5G16715	AT1G30320
AT5G16715	AT4G30900
AT5G16715	AT1G29220
AT5G16715	AT4G02460
AT5G16715	AT2G40190
AT5G16715	AT4G01860
AT5G16715	AT2G15860
AT5G16715	AT4G21710
AT5G16715	AT5G64050
AT5G16715	AT1G30520
AT5G16715	AT2G31955
AT5G16715	AT3G20780
AT5G16715	AT1G11750
AT5G16715	AT5G41480
AT5G16715	AT2G03390
AT5G16715	AT3G17205
AT5G16715	AT1G02020
AT5G16715	AT1G04010
AT5G16715	AT1G09280
AT5G16715	AT5G39250
AT5G16715	AT3G52220
AT5G16715	AT3G13682
AT5G16715	AT2G28105
AT5G16715	AT4G23050
AT3G19090	AT5G05660
AT3G19090	AT5G23110
AT3G19090	AT1G77620
AT3G19090	AT1G16800
AT3G19090	AT5G16420
AT3G19090	AT4G28260
AT3G19090	AT5G65960
AT3G19090	AT3G04490
AT3G19090	AT1G24040
AT3G19090	AT4G39820
AT3G19090	AT5G17620
AT3G19090	AT2G07170
AT3G19090	AT5G13530
AT3G19090	AT5G42310
AT3G19090	AT1G06950
AT3G19090	AT4G15180
AT3G19090	AT2G32900
AT3G19090	AT3G26750
AT3G19090	AT5G01400
AT3G19090	AT1G72440
AT3G19090	AT2G22530
AT3G19090	AT1G76400
AT3G19090	AT5G63920
AT3G19090	AT1G03000
AT3G19090	AT5G18830
AT3G19090	AT1G24340
AT3G19090	AT1G48270
AT3G19090	AT4G33060
AT3G19090	AT5G57250
AT3G19090	AT1G76630
AT3G19090	AT4G15470
AT3G19090	AT3G54510
AT3G19090	AT2G41750
AT3G19090	AT5G48170
AT3G19090	AT1G74850
AT3G19090	AT5G64860
AT3G19090	AT3G47830
AT3G19090	AT1G62830
AT3G19090	AT1G53600
AT1G30320	AT5G54240
AT1G30320	AT1G79810
AT1G30320	AT4G30900
AT1G30320	AT1G29220
AT1G30320	AT5G05680
AT1G30320	AT2G45520
AT1G30320	AT3G02300
AT1G30320	AT4G02460
AT1G30320	AT2G40190
AT1G30320	AT5G58720
AT1G30320	AT4G01860
AT1G30320	AT2G15860
AT1G30320	AT1G16870
AT1G30320	AT4G12230
AT1G30320	AT5G64050
AT1G30320	AT5G55540
AT1G30320	AT1G30520
AT1G30320	AT5G42320
AT1G30320	AT2G31955
AT1G30320	AT2G32520
AT1G30320	AT5G66960
AT1G30320	AT3G20780
AT1G30320	AT3G21350
AT1G30320	AT1G49590
AT1G30320	AT1G11750
AT1G30320	AT5G41480
AT1G30320	AT2G03390
AT1G30320	AT4G23540
AT1G30320	AT3G17205
AT1G30320	AT3G05345
AT1G30320	AT1G02020
AT1G30320	AT4G36050
AT1G30320	AT1G04010
AT1G30320	AT4G32190
AT1G30320	AT1G09280
AT1G30320	AT1G61450
AT1G30320	AT5G39250
AT1G30320	AT3G52220
AT1G30320	AT4G16700
AT1G30320	AT3G07640
AT1G30320	AT4G22370
AT1G30320	AT3G13682
AT1G30320	AT2G28105
AT1G30320	AT4G23050
AT1G14810	AT4G16535
AT1G14810	AT3G07790
AT1G14810	AT5G03430
AT1G14810	AT4G30993
AT1G14810	AT2G16790
AT1G14810	AT4G19190
AT1G14810	AT5G57040
AT3G03710	AT5G62440
AT3G03710	AT3G24190
AT3G03710	AT3G48260
AT5G46210	AT2G18510
AT5G46210	AT5G65720
AT1G49970	AT1G73430
AT1G49970	AT2G20270
AT1G49970	AT1G14000
AT1G49970	AT5G22080
AT1G49970	AT5G06220
AT1G49970	AT5G59470
AT1G49970	AT1G27070
AT1G49970	AT2G35100
