COMP_GENE_A	COMP_GENE_B
AT2G34390	AT2G18510
AT2G34390	AT1G04635
AT2G34390	AT3G61440
AT2G34390	AT5G32450
AT2G34390	AT2G40600
AT2G34390	AT1G67460
AT2G34390	AT3G15430
AT2G34390	AT4G03430
AT2G34390	AT3G06200
AT2G34390	AT2G28450
AT2G34390	AT3G17465
AT2G34390	AT5G16890
AT2G34390	AT1G28560
AT2G34390	AT3G08740
AT2G34390	AT5G53770
AT2G34390	AT3G08950
AT2G34390	AT2G11000
AT2G34390	AT3G25120
AT2G34390	AT5G60050
AT5G37810	AT2G45470
AT5G37810	AT5G67270
AT5G37810	AT1G78590
AT5G37810	AT1G01930
AT3G12180	AT2G04880
AT3G12180	AT5G51510
AT3G12180	AT1G70070
AT4G19390	AT3G17640
AT4G19390	AT5G54570
AT4G19390	AT3G18050
AT4G19390	AT5G09790
AT4G19390	AT1G55560
AT4G19390	AT4G38630
AT4G19390	AT3G20510
AT4G19390	AT4G11960
AT4G19390	AT1G77250
AT4G19390	AT2G45790
AT4G19390	AT1G64970
AT4G19390	AT1G20816
AT4G19390	AT4G21210
AT4G19390	AT4G24830
AT4G19390	AT1G50260
AT4G19390	AT1G18010
AT4G19390	AT4G04640
AT4G19390	AT3G58730
AT4G19390	AT3G20830
AT4G19390	AT5G01570
AT4G19390	AT1G02140
AT4G19390	AT2G24640
AT4G19390	AT1G80350
AT4G19390	AT2G43235
AT4G19390	AT3G04830
AT4G19390	AT3G53580
AT4G19390	AT1G12850
AT4G19390	AT4G02390
AT4G19390	AT1G70580
AT4G19390	AT3G50860
AT4G19390	AT4G35760
AT4G19390	AT1G03650
AT4G19390	AT1G73110
AT4G19390	AT1G28760
AT4G19390	AT2G22650
AT4G19390	AT3G05250
AT4G19390	AT1G48380
AT4G19390	AT1G32080
AT4G19390	AT2G26830
AT4G19390	AT2G35540
AT4G19390	AT3G24650
AT4G19390	AT3G63140
AT4G19390	AT5G45380
AT4G19390	AT1G53645
AT4G19390	AT5G66090
AT4G19390	AT5G37055
AT4G19390	AT5G19610
AT4G19390	AT4G02350
AT4G19390	AT1G63855
AT4G19390	AT2G26340
AT4G19390	AT5G66360
AT4G19390	AT3G53920
AT4G19390	AT2G47910
AT4G19390	AT3G59390
AT4G19390	AT3G05625
AT4G19390	AT1G80090
AT4G19390	AT4G19890
AT4G19390	AT2G30270
AT4G19390	AT1G64500
AT4G19390	AT5G61400
AT5G13720	AT4G10240
AT5G13720	AT1G06800
AT5G13720	AT1G49010
AT5G13720	AT3G17880
AT5G13720	AT1G06470
AT5G13720	AT1G71180
AT5G13720	AT5G54300
AT5G13720	AT5G55840
AT5G13720	AT3G62550
AT5G13720	AT1G15000
AT5G13720	AT3G12680
AT5G13720	AT2G41490
AT5G13720	AT1G67370
AT5G13720	AT2G42300
AT5G13720	AT4G04980
AT5G13720	AT5G23600
AT5G13720	AT5G46880
AT5G13720	AT2G19690
AT5G13720	AT3G15820
AT5G13720	AT3G01435
AT5G13720	AT4G26500
AT5G13720	AT1G73805
AT5G13720	AT5G27290
AT5G13720	AT4G14930
AT5G13720	AT1G16020
AT5G13720	AT5G01340
AT5G13720	AT4G34700
AT5G13720	AT1G27070
AT5G13720	AT5G51290
AT5G13720	AT3G02690
AT5G13720	AT2G33560
AT5G13720	AT4G21350
AT5G13720	AT4G20325
AT5G13720	AT5G47810
AT5G13720	AT1G02410
AT5G13720	AT5G54980
AT5G13720	AT1G27530
AT5G13720	AT3G27000
AT5G13720	AT5G40530
AT5G13720	AT3G12930
AT5G13720	AT5G51570
AT5G13720	AT5G11810
AT5G13720	AT1G75330
AT5G13720	AT5G51110
AT5G13720	AT5G52810
AT5G13720	AT5G13890
AT3G47340	AT2G29070
AT3G47340	AT1G77250
AT3G47340	AT5G01570
AT3G47340	AT2G37260
AT3G47340	AT4G12540
AT3G47340	AT2G47910
AT1G68920	AT3G56490
AT1G68920	AT2G26100
AT1G68920	AT1G49330
AT1G68920	AT3G49500
AT1G68920	AT1G15020
AT1G68920	AT1G73250
AT1G68920	AT1G70210
AT1G68920	AT5G43750
AT1G68920	AT2G01730
AT1G68920	AT4G33420
AT3G63530	AT5G47390
AT3G63530	AT1G77360
AT3G63530	AT1G29770
AT3G63530	AT4G39280
AT3G63530	AT2G32760
AT3G63530	AT3G05530
AT3G63530	AT3G26950
AT3G63530	AT3G56120
AT3G63530	AT5G06260
AT3G63530	AT1G30970
AT3G63530	AT2G14260
AT3G63530	AT1G08780
AT3G63530	AT1G10330
AT3G63530	AT4G01660
AT3G63530	AT3G44380
AT3G63530	AT4G23860
AT3G63530	AT5G45360
AT3G63530	AT5G19300
AT3G63530	AT3G12685
AT3G63530	AT5G19500
AT3G63530	AT5G40840
AT3G63530	AT4G19150
AT3G63530	AT4G00030
AT3G63530	AT4G29540
AT3G63530	AT1G74580
AT3G63530	AT3G27420
AT3G63530	AT1G80080
AT3G63530	AT5G17670
AT3G25900	AT3G09010
AT3G25900	AT3G13230
AT3G25900	AT1G64450
AT3G25900	AT5G47430
AT3G22740	AT5G47740
AT3G22740	AT5G14950
AT3G22740	AT3G03100
AT3G22740	AT5G50300
AT1G43620	AT3G21140
AT3G07020	AT5G42050
AT3G07020	AT5G53180
AT3G07020	AT1G68740
AT3G07020	AT2G17950
AT3G07020	AT1G05310
AT3G07020	AT1G28470
AT3G07020	AT3G52980
AT3G07020	AT2G20830
AT3G07020	AT5G41390
AT3G07020	AT1G48970
AT3G07020	AT4G12070
AT3G07020	AT3G47520
AT3G07020	AT2G24070
AT3G07020	AT2G40810
AT3G07020	AT3G19980
AT3G07020	AT2G29020
AT3G07020	AT2G20770
AT3G07020	AT1G74440
AT3G07020	AT2G36260
AT3G07020	AT5G66220
AT3G07020	AT5G13950
AT3G07020	AT5G50110
AT3G07020	AT2G42810
AT3G07020	AT5G07020
AT3G07020	AT5G19280
AT3G07020	AT3G59530
AT3G07020	AT3G54210
AT3G07020	AT3G56650
AT3G07020	AT1G05720
AT3G07020	AT3G51710
AT3G07020	AT1G11545
AT3G07020	AT2G20616
AT3G07020	AT4G15510
AT3G07020	AT4G29070
AT3G07020	AT2G13540
AT3G07020	AT1G04640
AT3G07020	AT1G27050
AT3G07020	AT1G19290
AT3G07020	AT5G46150
AT3G07020	AT1G48280
AT3G07020	AT4G00467
AT5G16830	AT1G22460
AT5G16830	AT2G34740
AT5G16830	AT5G64760
AT5G16830	AT1G70230
AT5G16830	AT5G15770
AT5G16830	AT4G32130
AT5G16830	AT4G32650
AT5G16830	AT1G17040
AT5G16830	AT1G54390
AT5G16830	AT2G35320
AT5G16830	AT1G06950
AT5G16830	AT4G16450
AT5G16830	AT4G23860
AT5G16830	AT3G49890
AT5G16830	AT5G64860
AT5G16830	AT3G23255
AT1G79640	AT1G18680
AT1G79640	AT1G28100
AT1G79640	AT5G48545
AT1G79640	AT1G28120
AT1G79640	AT4G18465
AT1G79640	AT3G58520
AT1G79640	AT2G42560
AT1G79640	AT1G56570
AT1G19230	AT5G18820
AT1G19230	AT1G59910
AT1G67220	AT5G10750
AT1G67220	AT1G06720
AT1G67220	AT2G25170
AT1G67220	AT5G35690
AT1G78780	AT3G25140
AT1G78780	AT3G12370
AT1G78780	AT5G51170
AT1G78780	AT3G54690
AT1G78780	AT3G50685
AT3G19480	AT4G34930
AT3G19480	AT3G57290
AT3G19480	AT4G25730
AT3G19480	AT4G06599
AT3G19480	AT1G50020
AT3G19480	AT4G14147
AT3G19480	AT2G20920
AT3G19480	AT2G42620
AT3G19480	AT2G43560
AT3G19480	AT4G25450
AT3G19480	AT3G26580
AT3G19480	AT2G07340
AT3G19480	AT2G20360
AT3G19480	AT4G34030
AT1G68570	AT3G48530
AT1G68570	AT2G25950
AT5G12400	AT2G37380
AT5G12400	AT3G14075
AT5G12400	AT2G19950
AT5G12400	AT5G10820
AT5G48270	AT2G29700
AT5G48270	AT3G04310
AT5G48270	AT5G14950
AT5G48270	AT3G21280
AT5G48270	AT5G08530
AT5G48270	AT1G32550
AT5G48270	AT3G20015
AT5G48270	AT5G56850
AT5G48270	AT2G01950
AT1G48650	AT1G58370
AT1G48650	AT5G02040
AT1G48650	AT1G54360
AT1G48650	AT5G02970
AT1G48650	AT2G24350
AT1G48650	AT5G22010
AT1G48650	AT4G08550
AT3G51660	AT5G50180
AT3G51660	AT2G37880
AT3G51660	AT1G23440
AT3G51660	AT1G48880
AT3G51660	AT2G29700
AT3G51660	AT5G16310
AT3G51660	AT5G47740
AT3G51660	AT5G08630
AT3G51660	AT2G24765
AT3G51660	AT1G28390
AT3G51660	AT4G18975
AT3G51660	AT2G21870
AT3G51660	AT3G16560
AT3G51660	AT1G42990
AT3G51660	AT3G10690
AT3G51660	AT1G19370
AT3G51660	AT1G79050
AT3G51660	AT1G64880
AT3G51660	AT3G59040
AT3G51660	AT5G62840
AT3G51660	AT4G17540
AT3G51660	AT2G25530
AT3G51660	AT5G50300
AT5G57170	AT3G55260
AT5G57170	AT1G08060
AT5G57170	AT1G10240
AT5G57170	AT2G18860
AT5G57170	AT2G38280
AT5G57170	AT1G08700
AT5G57170	AT3G53170
AT5G57170	AT2G41050
AT5G57170	AT5G06180
AT5G57170	AT5G62290
AT5G57170	AT4G34100
AT5G57170	AT5G14320
AT5G57170	AT3G45000
AT5G57170	AT2G18000
AT5G57170	AT5G03960
AT5G57170	AT3G20475
AT5G57170	AT4G12620
AT5G57170	AT1G72880
AT5G57170	AT1G66520
AT5G57170	AT4G39960
AT5G57170	AT3G59800
AT5G57170	AT2G43720
AT5G57170	AT1G18830
AT5G57170	AT3G03500
AT5G57170	AT5G37475
AT5G57170	AT3G09960
AT5G57170	AT1G30510
AT5G57170	AT5G56090
AT5G57170	AT1G14570
AT5G57170	AT4G37210
AT5G57170	AT2G02765
AT5G57170	AT2G30410
AT5G57170	AT1G53770
AT5G57170	AT1G80360
AT5G57170	AT5G22770
AT5G57170	AT3G13940
AT5G57170	AT5G53620
AT5G57170	AT3G23980
AT5G57170	AT5G18570
AT5G57170	AT3G46210
AT5G57170	AT2G27900
AT5G57170	AT1G68660
AT5G57170	AT5G04420
AT5G57170	AT5G13520
AT5G57170	AT3G61350
AT5G57170	AT3G44620
AT5G57170	AT3G16010
AT5G57170	AT5G26240
AT5G57170	AT4G13670
AT5G57170	AT5G38720
AT5G57170	AT1G70590
AT5G57170	AT2G48000
AT5G57170	AT1G66510
AT5G57170	AT1G15960
AT5G57170	AT2G27760
AT5G57170	AT2G17695
AT5G57170	AT2G34860
AT5G57170	AT5G50100
AT5G57170	AT2G35820
AT5G57170	AT5G44000
AT5G57170	AT5G25580
AT5G57170	AT5G06590
AT5G57170	AT1G35660
AT5G57170	AT1G67680
AT5G57170	AT1G79915
AT5G57170	AT1G16540
AT5G57170	AT3G06960
AT5G57170	AT1G49880
AT5G57170	AT5G37830
AT5G57170	AT2G02570
AT5G57170	AT4G24930
AT5G57170	AT3G10060
AT5G57170	AT2G36730
AT5G57170	AT1G71310
AT5G57170	AT4G23330
AT5G57170	AT1G51080
AT5G57170	AT5G42850
AT5G57170	AT3G06610
AT5G57170	AT1G56090
AT5G57170	AT2G44360
AT5G57170	AT1G28140
AT5G57170	AT4G00300
AT5G57170	AT4G22600
AT5G57170	AT2G42900
AT5G57170	AT4G01030
AT1G60160	AT2G35500
AT1G60160	AT3G03680
AT1G60160	AT2G44500
AT1G10790	AT4G29260
AT1G10790	AT3G17850
AT1G10790	AT3G09380
AT1G10790	AT1G69380
AT1G10790	AT5G13610
AT1G10790	AT5G10750
AT1G10790	AT4G30400
AT1G10790	AT2G39820
AT1G10790	AT1G75560
AT1G10790	AT4G06598
AT1G10790	AT4G17260
AT1G10790	AT1G10560
AT1G10790	AT5G09720
AT1G10790	AT3G15920
AT1G10790	AT4G37120
AT1G10790	AT4G14670
AT1G10790	AT4G30610
AT1G10790	AT3G51310
AT1G10790	AT4G10670
AT1G10790	AT5G54810
AT1G10790	AT2G23096
AT1G10790	AT1G08130
AT1G10790	AT2G32700
AT1G10790	AT4G11860
AT1G10790	AT5G24352
AT1G10790	AT5G21900
AT1G10790	AT1G04490
AT1G10790	AT1G20000
AT1G10790	AT3G03490
AT1G10790	AT4G02660
AT1G10790	AT4G03080
AT1G10790	AT5G58870
AT1G10790	AT5G54730
AT1G10790	AT3G58740
AT1G10790	AT2G25170
AT1G10790	AT5G07140
AT1G10790	AT2G22040
AT1G10790	AT1G60850
AT1G10790	AT5G05970
AT1G10790	AT1G59560
AT1G10790	AT2G20510
AT1G10790	AT5G35690
AT1G10790	AT2G01220
AT1G10790	AT4G19610
AT1G10790	AT5G62190
AT1G10790	AT1G67460
AT1G10790	AT3G15430
AT1G10790	AT4G03430
AT1G10790	AT3G06200
AT1G10790	AT2G28450
AT1G10790	AT2G25840
AT1G10790	AT3G17465
AT1G10790	AT5G16890
AT1G10790	AT3G24080
AT1G10790	AT5G63830
AT1G10790	AT4G38495
AT1G10790	AT2G11000
AT1G10790	AT3G25120
AT1G10790	AT5G25640
AT1G10790	AT3G52430
AT1G10790	AT2G24830
AT1G10790	AT5G19180
AT1G10790	AT4G08550
AT1G10790	AT4G00300
AT1G10790	AT1G09410
AT3G06550	AT5G53340
AT3G06550	AT1G75160
AT3G06550	AT1G11840
AT3G06550	AT5G18820
AT3G06550	AT3G49660
AT3G06550	AT1G11430
AT3G06550	AT5G58970
AT3G06550	AT5G57100
AT3G06550	AT3G08710
AT3G06550	AT4G13270
AT3G06550	AT1G52900
AT3G06550	AT1G72520
AT3G06550	AT2G16660
AT3G06550	AT5G16560
AT3G06550	AT5G47740
AT3G06550	AT4G33330
AT3G06550	AT5G61830
AT3G06550	AT5G05250
AT3G06550	AT4G02715
AT3G06550	AT5G14400
AT3G06550	AT2G34040
AT3G06550	AT5G11040
AT3G06550	AT1G16800
AT3G06550	AT3G12530
AT3G06550	AT5G52840
AT3G06550	AT3G10080
AT3G06550	AT3G59090
AT3G06550	AT2G48060
AT3G06550	AT4G19180
AT3G06550	AT1G51350
AT3G06550	AT1G21480
AT3G06550	AT2G25950
AT3G06550	AT2G42710
AT3G06550	AT2G41750
AT3G06550	AT4G22550
AT3G06550	AT2G39470
AT3G06550	AT1G49430
AT3G06550	AT5G62030
AT3G06550	AT1G13040
AT3G06550	AT1G62830
AT3G06550	AT1G33290
AT3G06550	AT1G01080
AT3G06550	AT1G52640
AT3G06550	AT5G18390
AT3G06550	AT1G10550
AT1G29890	AT3G13320
AT1G29890	AT5G58310
AT1G29890	AT4G00370
AT1G29890	AT5G64760
AT1G29890	AT3G60500
AT1G29890	AT1G51630
AT1G29890	AT5G15440
AT1G29890	AT4G32650
AT1G29890	AT1G17040
AT1G29890	AT5G13050
AT1G29890	AT5G16420
AT1G29890	AT1G72440
AT1G29890	AT5G46840
AT1G29890	AT2G27450
AT1G29890	AT2G38500
AT1G29890	AT3G04650
AT1G29890	AT2G30600
AT1G29890	AT4G30720
AT1G29890	AT3G47830
AT5G12300	AT5G43420
AT5G12300	AT2G25430
AT5G12300	AT5G22310
AT5G12300	AT3G60780
AT5G12300	AT3G02320
AT5G12300	AT1G04140
AT5G12300	AT5G01930
AT5G12300	AT4G13370
AT5G12300	AT5G04200
AT5G12300	AT5G26570
AT5G12300	AT1G07645
AT5G12300	AT3G12940
AT1G69790	AT2G03620
AT1G69790	AT2G39820
AT1G69790	AT3G14320
AT1G69790	AT1G72100
AT1G69790	AT1G77670
AT1G69790	AT5G18475
AT1G69790	AT1G08400
AT4G39890	AT3G54120
AT1G79960	AT1G71410
AT1G79960	AT1G72440
AT1G79960	AT1G79540
AT5G50180	AT5G63710
AT5G50180	AT2G37880
AT5G50180	AT1G20880
AT5G50180	AT1G38131
AT5G50180	AT1G48880
AT5G50180	AT5G64620
AT5G50180	AT1G20110
AT5G50180	AT1G13700
AT5G50180	AT5G03555
AT5G50180	AT3G42670
AT5G50180	AT1G62981
AT5G50180	AT1G19630
AT5G50180	AT1G36980
AT5G50180	AT5G64420
AT5G50180	AT3G19090
AT5G50180	AT2G31400
AT5G50180	AT5G44550
AT5G50180	AT1G19370
AT5G50180	AT1G03687
AT5G50180	AT2G28910
AT5G50180	AT5G47360
AT5G50180	AT1G64690
AT5G50180	AT1G36310
AT5G50180	AT4G29720
AT5G50180	AT5G48170
AT5G50180	AT4G02725
AT5G50180	AT4G38225
AT5G50180	AT5G39980
AT5G50180	AT4G36710
AT5G50180	AT5G18760
AT5G50180	AT1G09900
AT5G42050	AT3G15000
AT5G42050	AT1G28470
AT5G42050	AT4G12070
AT5G42050	AT3G47520
AT5G42050	AT1G31070
AT5G42050	AT3G05420
AT5G42050	AT5G13950
AT5G42050	AT5G60930
AT5G42050	AT5G49800
AT5G42050	AT1G65230
AT5G42050	AT3G54900
AT5G42050	AT4G19350
AT3G27090	AT4G24380
AT3G27090	AT5G01720
AT3G27090	AT5G12310
AT3G27090	AT5G08565
AT3G27090	AT1G04390
AT3G27090	AT1G64990
AT3G27090	AT4G28830
AT3G27090	AT2G36835
AT3G27090	AT5G50210
AT3G27090	AT2G39805
AT3G27090	AT5G57345
AT3G27090	AT3G23360
AT2G20440	AT2G38250
AT2G20440	AT1G48840
AT2G20440	AT5G49320
AT2G20440	AT1G73820
AT2G20440	AT2G24800
AT5G43920	AT1G73620
AT5G43920	AT5G46920
AT5G43920	AT4G37650
AT5G43920	AT4G28890
AT5G43920	AT2G30300
AT5G43920	AT1G11480
AT5G43920	AT1G36980
AT5G43920	AT5G64420
AT5G43920	AT1G24040
AT5G43920	AT1G03687
AT5G43920	AT1G80550
AT5G43920	AT2G05810
AT5G43920	AT1G73930
AT5G43920	AT3G49900
AT5G43920	AT5G02820
AT5G43920	AT3G58520
AT5G43920	AT1G20300
AT5G43920	AT3G10210
AT5G43920	AT5G48170
AT5G43920	AT2G41080
AT5G43920	AT1G79200
AT5G43920	AT2G15980
AT5G43920	AT3G61170
AT5G43920	AT4G08940
AT5G43920	AT5G45420
AT5G43920	AT3G14730
AT5G43920	AT3G23360
AT1G60860	AT1G18480
AT1G60860	AT1G77370
AT1G60860	AT1G15060
AT1G60860	AT5G27950
AT1G60860	AT3G09230
AT1G60860	AT1G02040
AT1G60860	AT2G39950
AT1G60860	AT5G08300
AT1G60860	AT5G08565
AT1G60860	AT3G11720
AT1G60860	AT3G06150
AT1G60860	AT1G19715
AT1G60860	AT3G49410
AT1G60860	AT5G49010
AT1G60860	AT3G21600
AT1G60860	AT2G31190
AT1G60860	AT2G19950
AT1G60860	AT5G23890
AT1G60860	AT5G11040
AT1G60860	AT4G24550
AT1G60860	AT5G46420
AT1G60860	AT4G37480
AT1G60860	AT2G35360
AT1G60860	AT4G28830
AT1G60860	AT2G36835
AT1G60860	AT4G17240
AT1G60860	AT4G37510
AT1G60860	AT1G65900
AT1G60860	AT4G09620
AT1G60860	AT5G35400
AT1G60860	AT4G17010
AT1G60860	AT5G57345
AT1G60860	AT3G06610
AT1G60860	AT2G45530
AT1G60860	AT4G04330
AT5G61980	AT2G22610
AT5G61980	AT1G76710
AT5G41940	AT5G22770
AT5G41940	AT5G37830
AT4G00330	AT3G16350
AT4G00330	AT1G09750
AT4G00330	AT5G62710
AT4G00330	AT5G37680
AT4G00330	AT5G12170
AT4G00330	AT4G28100
AT4G00330	AT3G23920
AT4G00330	AT1G14780
AT4G00330	AT3G57520
AT4G00330	AT3G17880
AT4G00330	AT3G13730
AT4G00330	AT1G06470
AT4G00330	AT5G54300
AT4G00330	AT3G62550
AT4G00330	AT5G25450
AT4G00330	AT1G45170
AT4G00330	AT3G21730
AT4G00330	AT1G11755
AT4G00330	AT1G66750
AT4G00330	AT5G42150
AT4G00330	AT1G73160
AT4G00330	AT1G55915
AT4G00330	AT1G12060
AT4G00330	AT3G15010
AT4G00330	AT4G32990
AT4G00330	AT1G67370
AT4G00330	AT2G42300
AT4G00330	AT1G67325
AT4G00330	AT1G64660
AT4G00330	AT5G61240
AT4G00330	AT4G10465
AT4G00330	AT3G46550
AT4G00330	AT4G25830
AT4G00330	AT2G14110
AT4G00330	AT3G22410
AT4G00330	AT5G04670
AT4G00330	AT5G46880
AT4G00330	AT5G24810
AT4G00330	AT1G33480
AT4G00330	AT2G30330
AT4G00330	AT3G01435
AT4G00330	AT5G61500
AT4G00330	AT2G45870
AT4G00330	AT1G69220
AT4G00330	AT1G49970
AT4G00330	AT1G73430
AT4G00330	AT3G02510
AT4G00330	AT2G20270
AT4G00330	AT5G22080
AT4G00330	AT2G43410
AT4G00330	AT5G06220
AT4G00330	AT5G59470
AT4G00330	AT5G51020
AT4G00330	AT1G68400
AT4G00330	AT5G04520
AT4G00330	AT2G40840
AT4G00330	AT4G34700
AT4G00330	AT4G00590
AT4G00330	AT1G27070
AT4G00330	AT3G44380
AT4G00330	AT5G16150
AT4G00330	AT5G12320
AT4G00330	AT2G29660
AT4G00330	AT3G04970
AT4G00330	AT2G32500
AT4G00330	AT1G15390
AT4G00330	AT5G20050
AT4G00330	AT3G18524
AT4G00330	AT4G09750
AT4G00330	AT4G36980
AT4G00330	AT2G31840
AT4G00330	AT3G60370
AT4G00330	AT1G26470
AT4G00330	AT3G46200
AT4G00330	AT1G02410
AT4G00330	AT1G17665
AT4G00330	AT4G10050
AT4G00330	AT1G27530
AT4G00330	AT1G75690
AT4G00330	AT4G38150
AT4G00330	AT2G37680
AT4G00330	AT3G47630
AT4G00330	AT5G63690
AT4G00330	AT4G00560
AT4G00330	AT3G54010
AT4G00330	AT2G40490
AT4G00330	AT3G16990
AT4G00330	AT4G29400
AT4G00330	AT4G17550
AT4G00330	AT2G21970
AT4G00330	AT4G20310
AT4G00330	AT3G12100
AT4G00330	AT4G32690
AT4G00330	AT1G33810
AT4G00330	AT1G76450
AT4G00330	AT1G35340
AT4G00330	AT4G36530
AT4G00330	AT1G62250
AT4G00330	AT1G30950
AT4G00330	AT1G71810
AT4G00330	AT2G36130
AT4G00330	AT4G38213
AT1G04960	AT2G26400
AT1G04960	AT3G53990
AT1G04960	AT1G18080
AT1G04960	AT4G18880
AT1G04960	AT1G79880
AT1G04960	AT1G48160
AT1G04960	AT3G07700
AT1G04960	AT4G01510
AT1G04960	AT4G34430
AT1G04960	AT1G53860
AT1G04960	AT1G71800
AT1G04960	AT5G49880
AT1G04960	AT1G59560
AT1G04960	AT4G21330
AT1G04960	AT4G26750
AT1G04960	AT5G24680
AT1G04960	AT2G43990
AT1G04960	AT1G28100
AT1G04960	AT5G41360
AT1G04960	AT5G21930
AT1G04960	AT1G76080
AT1G04960	AT5G37290
AT1G04960	AT5G27830
AT1G04960	AT3G04710
AT1G04960	AT1G52530
AT1G04960	AT2G41020
AT1G04960	AT2G04620
AT1G04960	AT4G27040
AT1G04960	AT5G60870
AT1G04960	AT3G06050
AT1G04960	AT2G33610
AT1G04960	AT5G57160
AT1G04960	AT1G08580
AT1G04960	AT2G40700
AT1G04960	AT5G04910
AT1G04960	AT2G40935
AT1G04960	AT5G01670
AT1G04960	AT5G02770
AT1G04960	AT2G44640
AT1G04960	AT5G01590
AT1G27000	AT5G16560
AT1G27000	AT5G40670
AT1G27000	AT4G20440
AT1G27000	AT4G02715
AT1G27000	AT5G14400
AT1G27000	AT2G18040
AT1G27000	AT2G01110
AT1G27000	AT1G08380
AT1G27000	AT3G12530
AT1G27000	AT3G06470
AT1G27000	AT3G09210
AT1G27000	AT5G63920
AT1G27000	AT2G39470
AT1G27000	AT1G49430
AT1G27000	AT1G33290
AT4G28000	AT5G57300
AT4G28000	AT1G50510
AT4G28000	AT1G09195
AT1G07120	AT3G15000
AT5G53340	AT4G33330
AT5G53340	AT5G05250
AT5G53340	AT5G14400
AT5G53340	AT2G26910
AT5G53340	AT3G59090
AT5G53340	AT1G11090
AT4G32120	AT3G17880
AT4G32120	AT4G04640
AT4G32120	AT2G42300
AT4G32120	AT2G32090
AT4G32120	AT3G24650
AT4G32120	AT2G04740
AT4G32120	AT2G26340
AT1G02580	AT1G10240
AT1G02580	AT2G18860
AT1G02580	AT1G14570
AT1G02580	AT3G51800
AT1G02580	AT4G16535
AT1G02580	AT5G65274
AT1G02580	AT1G22800
AT1G02580	AT3G51790
AT1G02580	AT1G31600
AT1G75160	AT5G33320
AT1G75160	AT5G56580
AT1G75160	AT2G06210
AT1G75160	AT1G09570
AT1G75160	AT4G14080
AT1G75160	AT1G69330
AT1G75160	AT2G26660
AT1G75160	AT4G38250
AT1G75160	AT5G35370
AT1G75160	AT5G26740
AT1G75160	AT1G51460
AT1G75160	AT2G16660
AT1G75160	AT5G54810
AT1G75160	AT4G38070
AT1G75160	AT1G52343
AT1G75160	AT4G30935
AT1G75160	AT5G65620
AT1G75160	AT4G17215
AT1G75160	AT5G12190
AT1G75160	AT1G69390
AT1G75160	AT1G63050
AT1G75160	AT5G14950
AT1G75160	AT3G45740
AT1G75160	AT5G20650
AT1G75160	AT3G59870
AT1G75160	AT1G16800
AT1G75160	AT5G13030
AT1G75160	AT3G12530
AT1G75160	AT3G26670
AT1G75160	AT1G48860
AT1G75160	AT2G48060
AT1G75160	AT5G02140
AT1G75160	AT3G18060
AT1G75160	AT3G21820
AT1G75160	AT3G27550
AT1G75160	AT1G54100
AT1G75160	AT4G27120
AT1G75160	AT3G10915
AT1G75160	AT3G16760
AT1G75160	AT3G55330
AT1G75160	AT3G01720
AT1G75160	AT1G09150
AT1G75160	AT3G23255
AT1G75160	AT1G15510
AT1G75160	AT1G62830
AT1G75160	AT1G33290
AT1G75160	AT5G18390
AT1G75160	AT1G34640
AT4G14290	AT5G37680
AT4G14290	AT3G05230
AT4G14290	AT3G62550
AT4G14290	AT1G48880
AT4G14290	AT5G42150
AT4G14290	AT1G28390
AT4G14290	AT3G22410
AT4G14290	AT4G34700
AT4G14290	AT1G19370
AT4G14290	AT1G01180
AT4G14290	AT1G44960
AT4G14290	AT3G49640
AT4G14290	AT3G15530
AT4G14290	AT1G06270
AT4G14290	AT1G67790
AT3G52660	AT5G15440
AT3G52660	AT3G02730
AT3G52660	AT3G19900
AT5G63110	AT3G25700
AT5G63110	AT3G07690
AT5G63110	AT5G47420
AT5G63110	AT3G10670
AT5G63110	AT4G32260
AT1G11840	AT1G11430
AT1G11840	AT5G57100
AT1G11840	AT3G08710
AT1G11840	AT5G66010
AT1G11840	AT2G45650
AT1G11840	AT1G52900
AT1G11840	AT1G22170
AT1G11840	AT5G16560
AT1G11840	AT5G47740
AT1G11840	AT2G34040
AT1G11840	AT2G26990
AT1G11840	AT1G08380
AT1G11840	AT3G12530
AT1G11840	AT5G52840
AT1G11840	AT3G59090
AT1G11840	AT3G16170
AT1G11840	AT1G50500
AT1G11840	AT2G41750
AT1G11840	AT4G22550
AT1G11840	AT1G01080
AT1G11840	AT1G10550
AT2G06510	AT1G36050
AT2G06510	AT5G35200
AT2G06510	AT5G10160
AT2G06510	AT5G55760
AT2G06510	AT3G06430
AT2G06510	AT3G51710
AT2G06510	AT3G15150
AT2G06510	AT5G67370
AT2G06510	AT3G19900
AT4G29260	AT1G32260
AT4G29260	AT3G07760
AT4G29260	AT3G16840
AT1G71100	AT5G01720
AT1G71100	AT4G04200
AT1G71100	AT2G39950
AT1G71100	AT5G08565
AT1G71100	AT3G49410
AT1G71100	AT3G59490
AT1G71100	AT3G44820
AT2G35880	AT5G03330
AT2G35880	AT5G22790
AT2G35880	AT3G06450
AT2G35880	AT2G29700
AT2G35880	AT5G26780
AT2G35880	AT5G10730
AT2G35880	AT5G08630
AT2G35880	AT4G02680
AT2G35880	AT3G51780
AT2G35880	AT4G18975
AT2G35880	AT5G14400
AT2G35880	AT2G21870
AT2G35880	AT2G42450
AT2G35880	AT1G42990
AT2G35880	AT3G52170
AT2G35880	AT1G03055
AT2G35880	AT5G17290
AT2G35880	AT5G12320
